uniprot_id,group_id,representative
P35638,grp_1301,P35638
P35658,grp_0937,Q9HAD4
P35659,grp_0111,O43257
P35998,grp_1463,P62191
P36222,grp_1304,P36222
P36542,grp_0390,P15313
P36543,grp_0168,O75348
P36544,grp_0121,O43524
P36578,grp_0143,O60524
P36873,grp_1305,P36873
P36897,grp_0146,O60674
P36941,grp_1306,P36941
P36954,grp_0098,O15514
P36956,grp_1554,Q05195
P36957,grp_1307,P36957
P37088,grp_1308,P37088
P37108,grp_1309,P37108
P37173,grp_1310,P37173
P37198,grp_1311,P37198
P37231,grp_0740,Q15788
P37287,grp_0478,Q9Y2B1
P38117,grp_1313,P38117
P38398,grp_0883,Q6ZW49
P38484,grp_0333,P09693
P38570,grp_1315,P38570
P38606,grp_0168,O75348
P38646,grp_1618,Q13409
P38919,grp_0018,O00148
P39019,grp_1475,P62495
P39023,grp_0143,O60524
P39059,grp_1318,P39060
P39060,grp_1318,P39060
P39086,grp_1588,Q12879
P39656,grp_0289,P04843
P40189,grp_0291,P05000
P40197,grp_0262,P01222
P40227,grp_0412,P17987
P40306,grp_0061,O14818
P40337,grp_0010,A6NHQ4
P40429,grp_0143,O60524
P40692,grp_1320,P40692
P40763,grp_1063,Q92696
P40925,grp_1321,P40925
P40933,grp_1322,P40933
P40937,grp_1297,P35251
P40938,grp_1297,P35251
P40939,grp_1323,P40939
P41002,grp_1324,P41002
P41091,grp_1325,P41091
P41208,grp_1245,P24588
P41227,grp_0046,O00541
P41238,grp_1328,P41238
P41252,grp_1329,P41252
P41743,grp_0614,Q9NPB6
P42224,grp_1063,Q92696
P42226,grp_1261,P27540
P42229,grp_1063,Q92696
P42261,grp_0146,O60674
P42262,grp_1588,Q12879
P42285,grp_0671,Q14137
P42336,grp_0969,Q8NA54
P42338,grp_0034,O00329
P42345,grp_0446,Q9BVC4
P42574,grp_1335,P42574
P42575,grp_1336,P42575
P42677,grp_1475,P62495
P42695,grp_1747,Q86XI2
P42701,grp_0333,P09693
P42766,grp_0143,O60524
P43034,grp_0937,Q9HAD4
P43246,grp_0094,O15457
P43307,grp_1338,P43307
P43308,grp_1390,P51571
P43681,grp_0612,Q9NPA0
P43686,grp_1339,P43686
P43699,grp_1340,P43699
P45379,grp_1341,P45379
P46019,grp_1342,P46020
P46020,grp_1342,P46020
P46060,grp_1343,P46060
P46098,grp_0276,P02708
P46379,grp_0540,Q9UBT2
P46531,grp_1344,P46531
P46736,grp_1345,P46736
P46776,grp_0143,O60524
P46777,grp_0143,O60524
P46778,grp_0143,O60524
P46779,grp_0143,O60524
P46781,grp_1475,P62495
P46782,grp_1475,P62495
P46783,grp_1475,P62495
P46937,grp_0121,O43524
P46939,grp_1350,P46939
P46977,grp_0289,P04843
P47755,grp_1351,P47756
P47756,grp_1618,Q13409
P47869,grp_0166,O75311
P47870,grp_0166,O75311
P47897,grp_1352,P47897
P47914,grp_0143,O60524
P47985,grp_0066,O14949
P48047,grp_0390,P15313
P48059,grp_1353,P48059
P48163,grp_0784,Q53GT1
P48167,grp_0276,P02708
P48169,grp_0166,O75311
P48201,grp_1558,Q06055
P48382,grp_1354,P48382
P48444,grp_0237,O95876
P48454,grp_0446,Q9BVC4
P48506,grp_1355,P48506
P48507,grp_0089,O15315
P48544,grp_1356,P48544
P48549,grp_1356,P48544
P48551,grp_0333,P09693
P48553,grp_1357,P48553
P48556,grp_0025,O00231
P48643,grp_0412,P17987
P48729,grp_0146,O60674
P48736,grp_0034,O00329
P48740,grp_1359,P48740
P48995,grp_0537,Q9UBN4
P49005,grp_1360,P49005
P49069,grp_1361,P49069
P49207,grp_0143,O60524
P49257,grp_0102,O15553
P49336,grp_0146,O60674
P49354,grp_1363,P49354
P49356,grp_1364,P49356
P49368,grp_0412,P17987
P49406,grp_0081,O15235
P49450,grp_1365,P49450
P49458,grp_1309,P37108
P49642,grp_1366,P49642
P49643,grp_1367,P49643
P49715,grp_1368,P49715
P49716,grp_1369,P49716
P49720,grp_0061,O14818
P49721,grp_0061,O14818
P49736,grp_1370,P49736
P49746,grp_1371,P49746
P49747,grp_1299,P35442
P49754,grp_0861,Q6PJI9
P49765,grp_1372,P49765
P49767,grp_1724,Q9Y547
P49768,grp_1373,P49768
P49770,grp_1374,P49770
P49790,grp_1375,P49790
P49792,grp_1376,P49792
P49810,grp_0449,Q9BVK8
P49815,grp_1378,P49815
P49821,grp_0024,O00217
P49840,grp_0146,O60674
P49841,grp_0146,O60674
P49848,grp_1382,P49848
P49916,grp_1383,P49916
P49917,grp_1384,P49917
P49959,grp_1385,P49959
P50213,grp_0133,O43837
P50539,grp_0689,Q14582
P50613,grp_0146,O60674
P50748,grp_0003,A2RRP1
P50750,grp_0146,O60674
P50914,grp_0143,O60524
P50990,grp_0412,P17987
P50991,grp_0412,P17987
P51114,grp_1388,P51114
P51116,grp_1388,P51114
P51164,grp_1389,P51164
P51168,grp_1308,P37088
P51170,grp_1308,P37088
P51172,grp_1308,P37088
P51398,grp_0081,O15235
P51531,grp_0916,Q9NRL2
P51532,grp_0916,Q9NRL2
P51553,grp_0133,O43837
P51571,grp_1390,P51571
P51587,grp_0089,O15315
P51610,grp_1392,P51610
P51617,grp_0146,O60674
P51665,grp_0894,Q7L5N1
P51692,grp_1063,Q92696
P51787,grp_1393,P51787
P51798,grp_1394,P51798
P51809,grp_1395,P51809
P51946,grp_0146,O60674
P51948,grp_0146,O60674
P51970,grp_0082,O15239
P52292,grp_1320,P40692
P52294,grp_1320,P40692
P52298,grp_0851,Q6P9B9
P52434,grp_0098,O15514
P52435,grp_0098,O15514
P52630,grp_1063,Q92696
P52655,grp_1399,P52657
P52657,grp_1399,P52657
P52701,grp_1400,P52701
P52815,grp_0081,O15235
P52907,grp_1618,Q13409
P52948,grp_1401,P52948
P52952,grp_1282,P31274
P53355,grp_0771,Q2TBA0
P53384,grp_1741,Q9Y5Y2
P53420,grp_1274,P29400
P53567,grp_1403,P53567
P53597,grp_0530,Q9P2R7
P53609,grp_0255,P01024
P53611,grp_0095,O15498
P53618,grp_0851,Q6P9B9
P53621,grp_0937,Q9HAD4
P53677,grp_0237,O95876
P53680,grp_1121,Q96CW1
P53708,grp_1648,Q13797
P53803,grp_0098,O15514
P53992,grp_1406,P53992
P54098,grp_0556,Q9UHN1
P54105,grp_0937,Q9HAD4
P54132,grp_1408,P54132
P54136,grp_1409,P54136
P54274,grp_0655,Q9BSI4
P54277,grp_1411,P54277
P54278,grp_1412,P54278
P54284,grp_0488,Q9UQD0
P54289,grp_0488,Q9UQD0
P54619,grp_1414,P54619
P54646,grp_0146,O60674
P54710,grp_0774,Q3MIR4
P54725,grp_1416,P54725
P54727,grp_0969,Q8NA54
P55036,grp_0025,O00231
P55055,grp_0740,Q15788
P55072,grp_1419,P55072
P55084,grp_1420,P55084
P55199,grp_1421,P55199
P55201,grp_0916,Q9NRL2
P55210,grp_1422,P55210
P55211,grp_1423,P55211
P55212,grp_1422,P55210
P55268,grp_1424,P55268
P55735,grp_0937,Q9HAD4
P55769,grp_0151,O60832
P55884,grp_0032,O00303
P55957,grp_1075,Q92843
P56134,grp_0198,O75947
P56181,grp_0024,O00217
P56192,grp_1430,P56192
P56199,grp_1229,P20702
P56282,grp_1431,P56282
P56377,grp_1121,Q96CW1
P56378,grp_0198,O75947
P56381,grp_0198,O75947
P56385,grp_0198,O75947
P56556,grp_0024,O00217
P56597,grp_1433,P56597
P56645,grp_1434,P56645
P56962,grp_0235,O95721
P57054,grp_1435,P57054
P57081,grp_0937,Q9HAD4
P57678,grp_1747,Q86XI2
P57740,grp_1436,P57740
P57775,grp_1441,P60006
P58400,grp_1437,P58400
P58549,grp_1438,P58549
P59047,grp_0009,A6NGQ2
P59646,grp_0698,Q14802
P59780,grp_1057,Q92572
P59910,grp_1439,P59910
P59998,grp_0073,O15143
P60006,grp_1441,P60006
P60059,grp_1442,P60059
P60228,grp_0032,O00303
P60468,grp_1442,P60059
P60484,grp_0937,Q9HAD4
P60510,grp_1462,P62136
P60568,grp_0612,Q9NPA0
P60602,grp_1445,P60602
P60709,grp_1446,P60709
P60763,grp_0910,Q9NR31
P60842,grp_0682,Q14240
P60866,grp_1475,P62495
P60896,grp_0796,Q5JVF3
P60900,grp_0061,O14818
P60903,grp_1449,P60903
P61009,grp_1450,P61009
P61011,grp_1451,P61011
P61088,grp_0991,Q8NEZ2
P61158,grp_0073,O15143
P61160,grp_0073,O15143
P61165,grp_0289,P04843
P61201,grp_1454,P61201
P61218,grp_0098,O15514
P61244,grp_1455,P61244
P61247,grp_1475,P62495
P61254,grp_0143,O60524
P61289,grp_0957,Q9UL46
P61313,grp_0143,O60524
P61326,grp_0196,O75934
P61328,grp_1626,Q13478
P61353,grp_0143,O60524
P61421,grp_0090,O15342
P61513,grp_0143,O60524
P61599,grp_0818,Q5VZE5
P61619,grp_1442,P60059
P61758,grp_0168,O75348
P61803,grp_0289,P04843
P61812,grp_1458,P61812
P61923,grp_1121,Q96CW1
P61927,grp_0143,O60524
P61962,grp_0937,Q9HAD4
P61964,grp_0937,Q9HAD4
P61966,grp_1203,Q9BPX3
P62068,grp_0204,O94782
P62072,grp_1728,Q9Y5J7
P62081,grp_1475,P62495
P62136,grp_1462,P62136
P62140,grp_1462,P62136
P62191,grp_1463,P62191
P62195,grp_1339,P43686
P62241,grp_1475,P62495
P62244,grp_1475,P62495
P62249,grp_1475,P62495
P62263,grp_1475,P62495
P62266,grp_1475,P62495
P62269,grp_1475,P62495
P62273,grp_1475,P62495
P62277,grp_1475,P62495
P62280,grp_1475,P62495
P62304,grp_0211,O94906
P62306,grp_0211,O94906
P62308,grp_0211,O94906
P62310,grp_0211,O94906
P62312,grp_0211,O94906
P62314,grp_0211,O94906
P62316,grp_0211,O94906
P62318,grp_0001,A0M8Q6
P62333,grp_0025,O00231
P62424,grp_0143,O60524
P62487,grp_0098,O15514
P62495,grp_1475,P62495
P62699,grp_0978,Q8NCQ5
P62701,grp_1475,P62495
P62750,grp_0143,O60524
P62753,grp_1477,P62753
P62805,grp_0536,Q9UBL3
P62807,grp_1479,P62807
P62829,grp_0143,O60524
P62841,grp_1475,P62495
P62847,grp_1475,P62495
P62851,grp_1475,P62495
P62854,grp_1475,P62495
P62857,grp_1475,P62495
P62861,grp_1475,P62495
P62873,grp_1486,P62873
P62875,grp_0098,O15514
P62877,grp_1441,P60006
P62888,grp_0126,O43709
P62891,grp_0143,O60524
P62899,grp_0143,O60524
P62906,grp_1475,P62495
P62910,grp_0143,O60524
P62913,grp_0143,O60524
P62917,grp_0143,O60524
P62945,grp_1475,P62495
P62979,grp_0204,O94782
P62987,grp_0540,Q9UBT2
P63000,grp_0910,Q9NR31
P63010,grp_1491,P63010
P63096,grp_1486,P62873
P63098,grp_1245,P24588
P63104,grp_0121,O43524
P63167,grp_1135,Q96FJ2
P63172,grp_1495,P63172
P63173,grp_0143,O60524
P63208,grp_1496,P63208
P63211,grp_1486,P62873
P63220,grp_1475,P62495
P63244,grp_1475,P62495
P63252,grp_1499,P63252
P63272,grp_0854,Q6PD62
P63279,grp_1810,Q9H871
P63316,grp_1501,P63316
P67775,grp_1502,P67775
P67809,grp_1503,P67809
P67812,grp_1160,Q96LU5
P67870,grp_1504,P67870
P68400,grp_0146,O60674
P68402,grp_0937,Q9HAD4
P68431,grp_1506,P68431
P68543,grp_1507,P68543
P68871,grp_1508,P69892
P69849,grp_1039,Q8WXG9
P69891,grp_1508,P69892
P69892,grp_1508,P69892
P69905,grp_1508,P69892
P78316,grp_0047,O00566
P78345,grp_1509,P78345
P78346,grp_1510,P78346
P78352,grp_0290,P04921
P78364,grp_1511,P78364
P78371,grp_0412,P17987
P78395,grp_1775,Q7Z6M2
P78396,grp_0013,A8MW99
P78406,grp_0937,Q9HAD4
P78509,grp_1513,P78509
P78527,grp_0851,Q6P9B9
P78537,grp_1514,P78537
P78552,grp_0612,Q9NPA0
P78560,grp_1632,Q13546
P81605,grp_1516,P81605
P82251,grp_0555,Q9UHI5
P82279,grp_0290,P04921
P82650,grp_0081,O15235
P82663,grp_0081,O15235
P82664,grp_0081,O15235
P82673,grp_0081,O15235
P82675,grp_0081,O15235
P82909,grp_1519,P82909
P82912,grp_0081,O15235
P82914,grp_0081,O15235
P82921,grp_0081,O15235
P82930,grp_0081,O15235
P82932,grp_0081,O15235
P82933,grp_0081,O15235
P82979,grp_1521,P82979
P83369,grp_1522,P83369
P83436,grp_0851,Q6P9B9
P83731,grp_0143,O60524
P83876,grp_0200,O76003
P83881,grp_0143,O60524
P84022,grp_0121,O43524
P84090,grp_1048,Q8WYQ5
P84098,grp_0143,O60524
P85299,grp_1524,P85299
P86790,grp_0237,O95876
P86791,grp_0237,O95876
P98161,grp_1525,P98161
P98196,grp_0774,Q3MIR4
P98198,grp_0774,Q3MIR4
P99999,grp_1526,P99999
Q00013,grp_1544,Q02641
Q00059,grp_1527,Q00059
Q00266,grp_1528,Q00266
Q00403,grp_0098,O15514
Q00526,grp_0146,O60674
Q00534,grp_0146,O60674
Q00535,grp_0146,O60674
Q00536,grp_0146,O60674
Q00597,grp_0087,O15287
Q00653,grp_1530,Q00653
Q00839,grp_1531,Q00839
Q00978,grp_1532,Q00978
Q00987,grp_0076,O15151
Q01081,grp_0965,Q8N684
Q01094,grp_0916,Q9NRL2
Q01118,grp_0488,Q9UQD0
Q01201,grp_1320,P40692
Q01344,grp_0290,P04921
Q01638,grp_1263,P27930
Q01650,grp_0555,Q9UHI5
Q01658,grp_0701,Q14919
Q01780,grp_1538,Q01780
Q01813,grp_1539,Q01813
Q01831,grp_1245,P24588
Q01955,grp_1274,P29400
Q02108,grp_1541,Q02108
Q02153,grp_1541,Q02108
Q02218,grp_1542,Q02218
Q02410,grp_1543,Q02410
Q02543,grp_0143,O60524
Q02641,grp_0488,Q9UQD0
Q02878,grp_0143,O60524
Q03164,grp_0937,Q9HAD4
Q03188,grp_1546,Q03188
Q03405,grp_0612,Q9NPA0
Q03468,grp_1548,Q03468
Q03692,grp_0122,O43557
Q04206,grp_0121,O43524
Q04323,grp_1550,Q04323
Q04637,grp_1551,Q04637
Q04844,grp_0276,P02708
Q04864,grp_1552,Q04864
Q05048,grp_0937,Q9HAD4
Q05195,grp_1554,Q05195
Q05329,grp_0085,O15269
Q05513,grp_1555,Q05513
Q05586,grp_1588,Q12879
Q05707,grp_1556,Q05707
Q05901,grp_1557,Q05901
Q05BQ5,grp_1098,Q969R5
Q05DH4,grp_0797,Q5MIZ7
Q06055,grp_1558,Q06055
Q06265,grp_1559,Q06265
Q06323,grp_1560,Q06323
Q06330,grp_1561,Q06330
Q06432,grp_1562,Q06432
Q06587,grp_1563,Q06587
Q06609,grp_1564,Q06609
Q06643,grp_1565,Q06643
Q06787,grp_0501,Q9NZI8
Q07001,grp_0276,P02708
Q07020,grp_0143,O60524
Q07092,grp_0375,P13942
Q07326,grp_1566,Q07326
Q07444,grp_1567,Q07444
Q07617,grp_0742,Q15797
Q07699,grp_0488,Q9UQD0
Q07812,grp_1075,Q92843
Q07817,grp_1075,Q92843
Q07820,grp_1075,Q92843
Q07837,grp_0555,Q9UHI5
Q07864,grp_1431,P56282
Q07889,grp_0910,Q9NR31
Q07954,grp_1570,Q07954
Q08050,grp_1215,Q9BZS1
Q08209,grp_1245,P24588
Q08211,grp_1572,Q08211
Q08289,grp_0488,Q9UQD0
Q08334,grp_0333,P09693
Q08379,grp_1320,P40692
Q08945,grp_0952,Q9UKX7
Q08999,grp_1574,Q08999
Q09019,grp_1575,Q09019
Q09028,grp_1576,Q09028
Q09161,grp_0851,Q6P9B9
Q09428,grp_0148,O60706
Q09666,grp_1449,P60903
Q0D2K2,grp_0784,Q53GT1
Q0PNE2,grp_0089,O15315
Q0VDF9,grp_1578,Q0VDF9
Q0VG06,grp_0087,O15287
Q0VGL1,grp_0891,Q7L523
Q10567,grp_0910,Q9NR31
Q10570,grp_1039,Q8WXG9
Q10586,grp_1580,Q10586
Q10713,grp_0175,O75439
Q12768,grp_1747,Q86XI2
Q12769,grp_1688,Q8N3P4
Q12770,grp_1581,Q12770
Q12772,grp_1582,Q12772
Q12788,grp_0047,O00566
Q12789,grp_1583,Q12789
Q12809,grp_1584,Q12809
Q12824,grp_0142,O60341
Q12830,grp_0916,Q9NRL2
Q12834,grp_0937,Q9HAD4
Q12873,grp_1586,Q12873
Q12874,grp_0888,Q7L014
Q12879,grp_1588,Q12879
Q12904,grp_1589,Q12904
Q12912,grp_1714,Q9H4M3
Q12933,grp_1601,Q13114
Q12959,grp_1101,Q96A65
Q12962,grp_1593,Q12962
Q12980,grp_0158,O75140
Q12996,grp_0937,Q9HAD4
Q13002,grp_1588,Q12879
Q13003,grp_0747,Q16099
Q13007,grp_1595,Q13007
Q13033,grp_1596,Q13033
Q13042,grp_1597,Q13042
Q13075,grp_1423,P55211
Q13084,grp_0081,O15235
Q13098,grp_0435,Q9UNS2
Q13099,grp_1598,Q13099
Q13111,grp_0937,Q9HAD4
Q13112,grp_0937,Q9HAD4
Q13113,grp_0555,Q9UHI5
Q13114,grp_1601,Q13114
Q13131,grp_0642,Q9Y478
Q13133,grp_0740,Q15788
Q13144,grp_1604,Q13144
Q13155,grp_1605,Q13155
Q13156,grp_1606,Q13156
Q13158,grp_1607,Q13158
Q13185,grp_1608,Q13185
Q13200,grp_1609,Q13200
Q13201,grp_0464,Q9BXX0
Q13216,grp_0452,Q9BW61
Q13224,grp_0146,O60674
Q13241,grp_1258,P26715
Q13257,grp_1611,Q13257
Q13261,grp_1322,P40933
Q13309,grp_1496,P63208
Q13319,grp_0980,Q8ND76
Q13323,grp_1614,Q13323
Q13326,grp_1061,Q92629
Q13330,grp_1615,Q13330
Q13347,grp_0032,O00303
Q13349,grp_1648,Q13797
Q13352,grp_1617,Q13352
Q13367,grp_0851,Q6P9B9
Q13404,grp_0991,Q8NEZ2
Q13405,grp_0081,O15235
Q13409,grp_1618,Q13409
Q13415,grp_0146,O60674
Q13416,grp_1620,Q13416
Q13418,grp_1353,P48059
Q13424,grp_1621,Q13424
Q13426,grp_1182,Q96T60
Q13428,grp_0483,Q9UPQ9
Q13435,grp_0888,Q7L014
Q13454,grp_1180,Q96SW2
Q13469,grp_1624,Q13469
Q13472,grp_0239,O95985
Q13478,grp_0291,P05000
Q13485,grp_0121,O43524
Q13487,grp_1628,Q13487
Q13488,grp_0560,Q9UI12
Q13489,grp_1423,P55211
Q13490,grp_1423,P55211
Q13503,grp_0000,A0JLT2
Q13505,grp_1630,Q13505
Q13535,grp_1631,Q13535
Q13546,grp_1632,Q13546
Q13547,grp_0309,P06400
Q13563,grp_1634,Q13563
Q13564,grp_1635,Q13564
Q13573,grp_0196,O75934
Q13596,grp_0045,O00499
Q13601,grp_1636,Q13601
Q13608,grp_0974,Q8NB90
Q13616,grp_1637,Q13616
Q13617,grp_1638,Q13617
Q13618,grp_1639,Q13618
Q13619,grp_1640,Q13619
Q13620,grp_1641,Q13620
Q13651,grp_0333,P09693
Q13683,grp_1648,Q13797
Q13698,grp_1643,Q13698
Q13751,grp_1644,Q13751
Q13753,grp_1644,Q13751
Q13765,grp_1645,Q13765
Q13769,grp_1646,Q13769
Q13794,grp_1075,Q92843
Q13797,grp_1648,Q13797
Q13838,grp_1646,Q13769
Q13868,grp_1559,Q06265
Q13884,grp_0665,Q13884
Q13888,grp_1285,P32780
Q13889,grp_1285,P32780
Q13936,grp_0666,Q13936
Q13952,grp_0111,O43257
Q14004,grp_0146,O60674
Q14005,grp_0612,Q9NPA0
Q14031,grp_0669,Q14031
Q14050,grp_0269,P02452
Q14055,grp_0269,P02452
Q14103,grp_0965,Q8N684
Q14116,grp_0612,Q9NPA0
Q14118,grp_0670,Q14118
Q14137,grp_0671,Q14137
Q14141,grp_0672,Q14141
Q14145,grp_0771,Q2TBA0
Q14152,grp_0032,O00303
Q14159,grp_0674,Q14159
Q14160,grp_0290,P04921
Q14164,grp_0676,Q14164
Q14181,grp_0677,Q14181
Q14186,grp_0678,Q14186
Q14188,grp_0679,Q14188
Q14197,grp_0081,O15235
Q14204,grp_0680,Q14204
Q14209,grp_0681,Q14209
Q14213,grp_0612,Q9NPA0
Q14232,grp_1374,P49770
Q14240,grp_0682,Q14240
Q14442,grp_0683,Q14442
Q14457,grp_0522,Q9P278
Q14493,grp_0685,Q14493
Q14494,grp_0686,Q14494
Q14524,grp_0687,Q14524
Q14527,grp_0688,Q14527
Q14566,grp_1251,P25205
Q14582,grp_0689,Q14582
Q14626,grp_0304,P05231
Q14627,grp_0291,P05000
Q14654,grp_0691,Q14654
Q14657,grp_0692,Q14657
Q14683,grp_0489,Q9UQE7
Q14686,grp_0694,Q14686
Q14691,grp_1638,Q13617
Q14692,grp_0047,O00566
Q14697,grp_0696,Q14697
Q14714,grp_0709,Q15005
Q14746,grp_0851,Q6P9B9
Q14764,grp_0525,Q9P2H3
Q14765,grp_1063,Q92696
Q14781,grp_0697,Q14781
Q14790,grp_1422,P55210
Q147X3,grp_0818,Q5VZE5
Q14802,grp_0698,Q14802
Q14839,grp_0699,Q14839
Q14865,grp_0700,Q14865
Q14919,grp_0701,Q14919
Q14957,grp_0702,Q14957
Q14974,grp_0703,Q14974
Q14978,grp_0704,Q14978
Q14993,grp_0705,Q14993
Q14997,grp_0061,O14818
Q14999,grp_0544,Q9UF56
Q14CS0,grp_1550,Q04323
Q14CW9,grp_0706,Q14CW9
Q14CX7,grp_0707,Q14CX7
Q15003,grp_0708,Q15003
Q15005,grp_0709,Q15005
Q15006,grp_0951,Q9Y3B6
Q15007,grp_0710,Q15007
Q15008,grp_0025,O00231
Q15014,grp_0712,Q15014
Q15018,grp_1345,P46736
Q15019,grp_0748,Q16181
Q15021,grp_1747,Q86XI2
Q15022,grp_0713,Q15022
Q15024,grp_1559,Q06265
Q15029,grp_0211,O94906
Q15046,grp_0384,P14868
Q15051,grp_1128,Q96ED9
Q15054,grp_0716,Q15054
Q15061,grp_0047,O00566
Q15078,grp_0146,O60674
Q15080,grp_0718,Q15080
Q15102,grp_1505,P68402
Q15131,grp_0146,O60674
Q15155,grp_1039,Q8WXG9
Q15233,grp_1238,P23246
Q15269,grp_0047,O00566
Q15287,grp_0038,O00422
Q15291,grp_0720,Q15291
Q15329,grp_0678,Q14186
Q15334,grp_1648,Q13797
Q15369,grp_0010,A6NHQ4
Q15370,grp_0010,A6NHQ4
Q15388,grp_0722,Q15388
Q15393,grp_0888,Q7L014
Q15399,grp_0224,O95256
Q15413,grp_1233,P21817
Q15427,grp_0211,O94906
Q15428,grp_0888,Q7L014
Q15431,grp_0724,Q15431
Q15459,grp_0969,Q8NA54
Q15468,grp_0725,Q15468
Q15477,grp_0937,Q9HAD4
Q15485,grp_0727,Q15485
Q15528,grp_0000,A0JLT2
Q15532,grp_0729,Q15532
Q15542,grp_0730,Q15542
Q15543,grp_0731,Q15544
Q15544,grp_0731,Q15544
Q15545,grp_0732,Q15545
Q15554,grp_0733,Q15554
Q15572,grp_0734,Q15572
Q15573,grp_1818,Q9H9C1
Q15596,grp_0735,Q15596
Q15628,grp_1632,Q13546
Q15631,grp_1192,Q99598
Q15633,grp_0742,Q15797
Q15637,grp_0184,O75533
Q15648,grp_0737,Q15648
Q15650,grp_0738,Q15650
Q15661,grp_0374,P13726
Q15700,grp_0290,P04921
Q15744,grp_0739,Q15744
Q15750,grp_0146,O60674
Q15788,grp_0740,Q15788
Q15796,grp_0121,O43524
Q15797,grp_0742,Q15797
Q15819,grp_0991,Q8NEZ2
Q15822,grp_1557,Q05901
Q15825,grp_0276,P02708
Q15831,grp_0146,O60674
Q15853,grp_0743,Q15853
Q15858,grp_0612,Q9NPA0
Q15904,grp_0090,O15342
Q15906,grp_0745,Q15906
Q15910,grp_0746,Q15910
Q16099,grp_0747,Q16099
Q16181,grp_0748,Q16181
Q16186,grp_0540,Q9UBT2
Q16236,grp_0750,Q16236
Q16254,grp_0678,Q14186
Q16363,grp_0764,Q16787
Q16394,grp_1088,Q93063
Q16445,grp_0276,P02708
Q16478,grp_0747,Q16099
Q16514,grp_0752,Q16514
Q16520,grp_0753,Q16520
Q16526,grp_0581,Q9UKT7
Q16531,grp_1039,Q8WXG9
Q16533,grp_0199,O75971
Q16534,grp_1580,Q10586
Q16540,grp_0081,O15235
Q16543,grp_0754,Q16543
Q16552,grp_1831,Q9H293
Q16570,grp_0755,Q16570
Q16576,grp_1616,Q13347
Q16585,grp_1061,Q92629
Q16586,grp_0756,Q16586
Q16594,grp_1382,P49848
Q16595,grp_0757,Q16595
Q16602,grp_1280,P30988
Q16611,grp_1075,Q92843
Q16621,grp_0758,Q16621
Q16630,grp_0759,Q16630
Q16637,grp_0761,Q16695
Q16649,grp_0760,Q16649
Q16665,grp_1261,P27540
Q16695,grp_0761,Q16695
Q16718,grp_0024,O00217
Q16740,grp_0763,Q16740
Q16787,grp_0764,Q16787
Q16795,grp_0024,O00217
Q16816,grp_1342,P46020
Q16864,grp_0168,O75348
Q16875,grp_1237,P22830
Q16877,grp_1237,P22830
Q16891,grp_1598,Q13099
Q17RW2,grp_0375,P13942
Q19AV6,grp_0766,Q19AV6
Q1HG43,grp_0767,Q1HG44
Q1HG44,grp_0767,Q1HG44
Q1ZZU3,grp_0768,Q1ZZU3
Q2M389,grp_1747,Q86XI2
Q2MV58,grp_0769,Q2MV58
Q2NKJ3,grp_0770,Q2NKJ3
Q2TBA0,grp_0771,Q2TBA0
Q2UY09,grp_0036,O00339
Q2VPB7,grp_1203,Q9BPX3
Q2WGJ6,grp_0784,Q53GT1
Q2WGJ8,grp_0772,Q2WGJ8
Q3B726,grp_0077,O15160
Q3KNV8,grp_0773,Q3KNV8
Q3MIR4,grp_0119,O43520
Q3MUY2,grp_0775,Q3MUY2
Q3SY84,grp_0837,Q6KB66
Q3SYG4,grp_0937,Q9HAD4
Q3T906,grp_0776,Q3T906
Q3ZCQ8,grp_0777,Q3ZCQ8
Q49AN0,grp_0581,Q9UKT7
Q4ADV7,grp_0778,Q4ADV7
Q4G0F5,grp_1359,P48740
Q4G163,grp_0779,Q4G163
Q4LE39,grp_0780,Q4LE39
Q4U2R6,grp_0081,O15235
Q4VC05,grp_1209,Q9BQE9
Q504Q3,grp_0781,Q504Q3
Q52LA3,grp_0346,P10244
Q52LJ0,grp_1177,Q96S94
Q52LR7,grp_1707,Q9H307
Q53F19,grp_0782,Q53F19
Q53G59,grp_0771,Q2TBA0
Q53GS7,grp_0097,O15504
Q53GS9,grp_0211,O94906
Q53GT1,grp_0784,Q53GT1
Q53H12,grp_0785,Q53H12
Q53HC5,grp_1832,Q9H2C0
Q53HL2,grp_0093,O15392
Q53S33,grp_1708,Q9H3K6
Q53T94,grp_0786,Q53T94
Q53TQ3,grp_0787,Q53TQ3
Q567U6,grp_0150,O60826
Q587J8,grp_0788,Q587J8
Q58A45,grp_0789,Q58A45
Q58WW2,grp_0790,Q58WW2
Q5BKZ1,grp_1753,Q86UC2
Q5EE01,grp_1617,Q13352
Q5H8A4,grp_0791,Q5H8A4
Q5H9F3,grp_0657,Q9BSM1
Q5H9S7,grp_1616,Q13347
Q5HYA8,grp_0793,Q5HYA8
Q5HYK3,grp_0855,Q6PF06
Q5IJ48,grp_0146,O60674
Q5J8M3,grp_0114,O43402
Q5JPE7,grp_1039,Q8WXG9
Q5JS54,grp_0795,Q5JS54
Q5JU00,grp_1775,Q7Z6M2
Q5JVF3,grp_0796,Q5JVF3
Q5MIZ7,grp_0797,Q5MIZ7
Q5MNV8,grp_0798,Q5MNV8
Q5PSV4,grp_0799,Q5PSV4
Q5QJE6,grp_0047,O00566
Q5QP82,grp_0978,Q8NCQ5
Q5RKV6,grp_1559,Q06265
Q5SRE5,grp_0801,Q5SRE5
Q5SXM2,grp_0199,O75971
