uniprot_id,source,structure_id,resolution,exp_method,chains,url,available,n_pdb_structures
P24821,pdb,5r61,1.38,X-ray,A=1979-2196,https://files.rcsb.org/download/5r61.cif,True,20
P24522,pdb,2kg4,,NMR,A=1-165,https://files.rcsb.org/download/2kg4.cif,True,1
P24864,pdb,8vq3,1.84,X-ray,B=96-378,https://files.rcsb.org/download/8vq3.cif,True,17
P24941,pdb,6q4g,0.98,X-ray,A=1-298,https://files.rcsb.org/download/6q4g.cif,True,498
P25024,pdb,8ic0,3.41,EM,A=1-350,https://files.rcsb.org/download/8ic0.cif,True,5
P24588,pdb,5nin,1.7,X-ray,C/D=77-92,https://files.rcsb.org/download/5nin.cif,True,3
P25054,pdb,5iza,1.5,X-ray,A=407-751,https://files.rcsb.org/download/5iza.cif,True,31
P24863,pdb,5xs2,2.04,X-ray,B=2-264,https://files.rcsb.org/download/5xs2.cif,True,36
P25098,pdb,3v5w,2.07,X-ray,A=1-689,https://files.rcsb.org/download/3v5w.cif,True,20
P24928,pdb,6g0r,1.25,X-ray,C=772-782,https://files.rcsb.org/download/6g0r.cif,True,52
P25021,pdb,8yn3,2.56,EM,R=1-312,https://files.rcsb.org/download/8yn3.cif,True,6
P25092,pdb,8gho,1.6,X-ray,C/G=93-110,https://files.rcsb.org/download/8gho.cif,True,3
P25105,pdb,5zkp,2.81,X-ray,A=6-216,https://files.rcsb.org/download/5zkp.cif,True,3
P25025,pdb,4q3h,1.44,X-ray,A/B=356-360,https://files.rcsb.org/download/4q3h.cif,True,20
P25106,pdb,6k3f,2.3,X-ray,U/V/W/X/Y/Z=331-345,https://files.rcsb.org/download/6k3f.cif,True,14
P25103,pdb,6hlp,2.2,X-ray,"A=1-226, A=238-335",https://files.rcsb.org/download/6hlp.cif,True,13
P25101,pdb,8hcq,3.01,EM,R=20-406,https://files.rcsb.org/download/8hcq.cif,True,5
P25100,alphafold,AF-P25100-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P25100-F1-model_v6.cif,True,0
P25116,pdb,3lu9,1.8,X-ray,C/F=33-57,https://files.rcsb.org/download/3lu9.cif,True,13
P25398,pdb,8glp,1.67,EM,SM=1-132,https://files.rcsb.org/download/8glp.cif,True,133
P25445,pdb,3tje,1.93,X-ray,F=17-172,https://files.rcsb.org/download/3tje.cif,True,6
P25205,pdb,7w1y,2.59,EM,3/B=1-808,https://files.rcsb.org/download/7w1y.cif,True,20
P25490,pdb,1ubd,2.5,X-ray,C=291-414,https://files.rcsb.org/download/1ubd.cif,True,3
P25208,pdb,8qu4,1.38,X-ray,B=51-143,https://files.rcsb.org/download/8qu4.cif,True,10
P25686,pdb,2lgw,,NMR,A=1-91,https://files.rcsb.org/download/2lgw.cif,True,1
P25786,pdb,5le5,1.8,X-ray,E/S=1-263,https://files.rcsb.org/download/5le5.cif,True,118
P25311,pdb,1t7v,1.95,X-ray,A=21-298,https://files.rcsb.org/download/1t7v.cif,True,9
P25685,pdb,3agx,1.85,X-ray,A/B=161-340,https://files.rcsb.org/download/3agx.cif,True,14
P25705,pdb,8h9e,2.53,EM,A/B/C=44-553,https://files.rcsb.org/download/8h9e.cif,True,9
P25787,pdb,5le5,1.8,X-ray,A/O=1-234,https://files.rcsb.org/download/5le5.cif,True,118
P25789,pdb,5le5,1.8,X-ray,B/P=1-261,https://files.rcsb.org/download/5le5.cif,True,118
P25942,pdb,1lb6,1.8,X-ray,B=230-236,https://files.rcsb.org/download/1lb6.cif,True,14
P26010,pdb,2brq,2.1,X-ray,C/D=768-798,https://files.rcsb.org/download/2brq.cif,True,4
P25788,pdb,5le5,1.8,X-ray,F/T=1-255,https://files.rcsb.org/download/5le5.cif,True,120
P25791,pdb,2xjy,2.4,X-ray,A=26-156,https://files.rcsb.org/download/2xjy.cif,True,4
P26006,alphafold,AF-P26006-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P26006-F1-model_v6.cif,True,0
P25963,pdb,6y1j,1.13,X-ray,P=57-69,https://files.rcsb.org/download/6y1j.cif,True,4
P26196,pdb,4crw,1.75,X-ray,B=307-483,https://files.rcsb.org/download/4crw.cif,True,9
P26038,pdb,8cis,1.52,X-ray,A=1-346,https://files.rcsb.org/download/8cis.cif,True,9
P26367,pdb,6pax,2.5,X-ray,A=4-136,https://files.rcsb.org/download/6pax.cif,True,2
P26012,pdb,6om1,2.66,X-ray,B/D/F/H=43-498,https://files.rcsb.org/download/6om1.cif,True,11
P26441,pdb,1cnt,2.4,X-ray,1/2/3/4=1-187,https://files.rcsb.org/download/1cnt.cif,True,2
P26439,alphafold,AF-P26439-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P26439-F1-model_v6.cif,True,0
P26358,pdb,6x9j,1.79,X-ray,A=729-1600,https://files.rcsb.org/download/6x9j.cif,True,25
P26368,pdb,5w0g,1.07,X-ray,A=148-229,https://files.rcsb.org/download/5w0g.cif,True,40
P26373,pdb,8a3d,1.67,EM,r=1-211,https://files.rcsb.org/download/8a3d.cif,True,131
P26599,pdb,3zzy,1.4,X-ray,A/B=156-285,https://files.rcsb.org/download/3zzy.cif,True,12
P26583,alphafold,AF-P26583-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P26583-F1-model_v6.cif,True,0
P26715,pdb,3bdw,2.5,X-ray,B/D=113-232,https://files.rcsb.org/download/3bdw.cif,True,5
P26641,pdb,5jpo,2.0,X-ray,A/B/C/D=1-218,https://files.rcsb.org/download/5jpo.cif,True,3
P26678,pdb,6y40,1.75,X-ray,P=6-21,https://files.rcsb.org/download/6y40.cif,True,7
P26718,pdb,4pdc,1.99,X-ray,A/B/C/D=93-215,https://files.rcsb.org/download/4pdc.cif,True,8
P26951,pdb,5uwc,2.4,X-ray,G=20-307,https://files.rcsb.org/download/5uwc.cif,True,4
P27105,pdb,9oh9,2.2,EM,A/B/C/D/E/F/G/H/I/J/K/L/M/N/O/P=2-288,https://files.rcsb.org/download/9oh9.cif,True,2
P26992,pdb,8d7e,2.93,EM,C=23-342,https://files.rcsb.org/download/8d7e.cif,True,5
P27338,pdb,9fjt,1.4,X-ray,AAA/BBB=1-520,https://files.rcsb.org/download/9fjt.cif,True,56
P27348,pdb,6bcr,1.99,X-ray,A/B/E/F=1-245,https://files.rcsb.org/download/6bcr.cif,True,7
P27449,pdb,6wlw,3.0,EM,1/2/3/4/5/6/7/8/9=1-155,https://files.rcsb.org/download/6wlw.cif,True,9
P27487,pdb,4a5s,1.62,X-ray,A/B=39-766,https://files.rcsb.org/download/4a5s.cif,True,114
P27361,pdb,4qtb,1.4,X-ray,A/B=1-379,https://files.rcsb.org/download/4qtb.cif,True,3
P27352,pdb,2pmv,2.6,X-ray,A/B/C/D=19-417,https://files.rcsb.org/download/2pmv.cif,True,2
P27540,pdb,3f1p,1.17,X-ray,B=356-470,https://files.rcsb.org/download/3f1p.cif,True,42
P27635,pdb,8a3d,1.67,EM,p=1-214,https://files.rcsb.org/download/8a3d.cif,True,29
P27694,pdb,4o0a,1.2,X-ray,A=1-120,https://files.rcsb.org/download/4o0a.cif,True,40
P27815,pdb,2qyk,2.1,X-ray,A/B=351-683,https://files.rcsb.org/download/2qyk.cif,True,3
P27797,pdb,3pow,1.55,X-ray,"A=18-204, A=302-368",https://files.rcsb.org/download/3pow.cif,True,10
P27918,pdb,8q6r,1.9,X-ray,"C/E=28-135, D/F=256-469",https://files.rcsb.org/download/8q6r.cif,True,13
P27695,pdb,7tc3,1.25,X-ray,A=39-318,https://files.rcsb.org/download/7tc3.cif,True,66
P27986,pdb,5gji,0.9,X-ray,A=325-430,https://files.rcsb.org/download/5gji.cif,True,99
P27824,alphafold,AF-P27824-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P27824-F1-model_v6.cif,True,0
P28066,pdb,5le5,1.8,X-ray,D/R=1-241,https://files.rcsb.org/download/5le5.cif,True,118
P28072,pdb,5le5,1.8,X-ray,N/b=35-239,https://files.rcsb.org/download/5le5.cif,True,95
P28070,pdb,5le5,1.8,X-ray,M/a=46-264,https://files.rcsb.org/download/5le5.cif,True,99
P28074,pdb,5le5,1.8,X-ray,K/Y=60-263,https://files.rcsb.org/download/5le5.cif,True,105
P28222,pdb,4iar,2.7,X-ray,"A=33-239, A=306-390",https://files.rcsb.org/download/4iar.cif,True,5
P28221,pdb,7e32,2.9,EM,R=2-377,https://files.rcsb.org/download/7e32.cif,True,1
P28223,pdb,7wc8,2.45,X-ray,A=67-403,https://files.rcsb.org/download/7wc8.cif,True,32
P28289,pdb,4pkg,1.8,X-ray,G=50-101,https://files.rcsb.org/download/4pkg.cif,True,6
P28324,pdb,1bc8,1.93,X-ray,C=1-93,https://files.rcsb.org/download/1bc8.cif,True,4
P28331,pdb,5xtb,3.4,EM,M=30-716,https://files.rcsb.org/download/5xtb.cif,True,5
P28335,pdb,6bqh,2.7,X-ray,"A=40-245, A=301-393",https://files.rcsb.org/download/6bqh.cif,True,7
P28340,pdb,6tny,3.08,EM,A=1-1107,https://files.rcsb.org/download/6tny.cif,True,6
P26651,pdb,4j8s,1.55,X-ray,B=312-326,https://files.rcsb.org/download/4j8s.cif,True,1
P26572,alphafold,AF-P26572-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P26572-F1-model_v6.cif,True,0
P28358,alphafold,AF-P28358-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P28358-F1-model_v6.cif,True,0
P28370,alphafold,AF-P28370-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P28370-F1-model_v6.cif,True,0
P28482,pdb,8aoj,1.12,X-ray,A=1-360,https://files.rcsb.org/download/8aoj.cif,True,157
P28356,alphafold,AF-P28356-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P28356-F1-model_v6.cif,True,0
P28702,pdb,7a78,1.72,X-ray,A=298-533,https://files.rcsb.org/download/7a78.cif,True,7
P28676,pdb,1k94,1.7,X-ray,A/B=53-217,https://files.rcsb.org/download/1k94.cif,True,4
P28566,pdb,7e33,2.9,EM,R=2-365,https://files.rcsb.org/download/7e33.cif,True,3
P28360,alphafold,AF-P28360-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P28360-F1-model_v6.cif,True,0
P28749,pdb,7smd,2.15,X-ray,A=391-972,https://files.rcsb.org/download/7smd.cif,True,10
P28799,pdb,8t8r,2.87,X-ray,B=578-593,https://files.rcsb.org/download/8t8r.cif,True,8
P28715,pdb,6vbh,2.0,X-ray,A=766-987,https://files.rcsb.org/download/6vbh.cif,True,7
P28845,pdb,1xu9,1.55,X-ray,A/B/C/D=24-292,https://files.rcsb.org/download/1xu9.cif,True,41
P29033,pdb,7qeq,1.9,EM,A/B/C/D/E/F/G/H/I/J/K/L=1-226,https://files.rcsb.org/download/7qeq.cif,True,24
P28907,pdb,3f6y,1.45,X-ray,A=45-300,https://files.rcsb.org/download/3f6y.cif,True,53
P28908,pdb,1d01,2.0,X-ray,G/H/I=576-583,https://files.rcsb.org/download/1d01.cif,True,1
P29083,pdb,5gpy,2.1,X-ray,A=1-217,https://files.rcsb.org/download/5gpy.cif,True,48
P29084,pdb,5gpy,2.1,X-ray,B=141-244,https://files.rcsb.org/download/5gpy.cif,True,42
P29218,pdb,6giu,1.39,X-ray,A/B=1-277,https://files.rcsb.org/download/6giu.cif,True,13
P29274,pdb,5nm4,1.7,X-ray,A=2-317,https://files.rcsb.org/download/5nm4.cif,True,92
P29279,alphafold,AF-P29279-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P29279-F1-model_v6.cif,True,0
P29317,pdb,6q7d,0.98,X-ray,A=596-900,https://files.rcsb.org/download/6q7d.cif,True,103
P29322,pdb,3kul,2.15,X-ray,A/B=602-909,https://files.rcsb.org/download/3kul.cif,True,3
P29275,pdb,8hdo,2.87,EM,R=1-332,https://files.rcsb.org/download/8hdo.cif,True,4
P29350,pdb,4grz,1.37,X-ray,A=243-528,https://files.rcsb.org/download/4grz.cif,True,14
P29374,pdb,6bph,1.85,X-ray,A=568-635,https://files.rcsb.org/download/6bph.cif,True,7
P29376,pdb,7nx1,1.3,X-ray,A=63-378,https://files.rcsb.org/download/7nx1.cif,True,2
P29373,pdb,7oxw,1.16,X-ray,A=1-138,https://files.rcsb.org/download/7oxw.cif,True,85
P29353,pdb,4xwx,1.87,X-ray,A=147-311,https://files.rcsb.org/download/4xwx.cif,True,11
P29371,pdb,8jbg,2.8,EM,B=1-394,https://files.rcsb.org/download/8jbg.cif,True,3
P29459,pdb,1f45,2.8,X-ray,B=23-219,https://files.rcsb.org/download/1f45.cif,True,4
P29460,pdb,5mj3,1.74,X-ray,A=23-328,https://files.rcsb.org/download/5mj3.cif,True,20
P29474,pdb,4d1p,1.73,X-ray,A/B=41-480,https://files.rcsb.org/download/4d1p.cif,True,80
P29475,pdb,8bi9,1.44,X-ray,A/B/C/D=105-125,https://files.rcsb.org/download/8bi9.cif,True,106
P29466,pdb,8wra,1.45,X-ray,A=120-404,https://files.rcsb.org/download/8wra.cif,True,40
P29590,pdb,6uyr,1.3,X-ray,B=547-574,https://files.rcsb.org/download/6uyr.cif,True,20
P29972,pdb,7uze,2.4,EM,A/B/C/D=1-269,https://files.rcsb.org/download/7uze.cif,True,8
P29597,pdb,3lxp,1.65,X-ray,A=888-1182,https://files.rcsb.org/download/3lxp.cif,True,52
P30050,pdb,8yoo,2.0,EM,Lt=1-165,https://files.rcsb.org/download/8yoo.cif,True,72
P29992,pdb,8qeh,1.43,X-ray,A=36-359,https://files.rcsb.org/download/8qeh.cif,True,6
P30101,pdb,2h8l,2.0,X-ray,A/B/C=134-376,https://files.rcsb.org/download/2h8l.cif,True,7
P30049,pdb,8h9s,2.53,EM,H=23-168,https://files.rcsb.org/download/8h9s.cif,True,10
P30153,pdb,1b3u,2.3,X-ray,A/B=2-589,https://files.rcsb.org/download/1b3u.cif,True,36
P30279,pdb,6ei2,1.61,X-ray,C=114-123,https://files.rcsb.org/download/6ei2.cif,True,1
P30154,pdb,9mf5,3.2,EM,A=1-601,https://files.rcsb.org/download/9mf5.cif,True,1
P30305,pdb,4wh9,1.5,X-ray,A=386-565,https://files.rcsb.org/download/4wh9.cif,True,17
P30260,pdb,9fgq,2.5,EM,K/L=177-446,https://files.rcsb.org/download/9fgq.cif,True,25
P30405,pdb,7r2h,0.79,X-ray,A=44-207,https://files.rcsb.org/download/7r2h.cif,True,70
P30273,pdb,7q5t,2.2,X-ray,GGG/HHH/III/JJJ/KKK/LLL=62-81,https://files.rcsb.org/download/7q5t.cif,True,3
P30411,pdb,7f6i,2.8,EM,A=25-391,https://files.rcsb.org/download/7f6i.cif,True,3
P30281,pdb,7sj3,2.51,X-ray,B=1-259,https://files.rcsb.org/download/7sj3.cif,True,2
P30530,pdb,5vxz,2.3,X-ray,C/D=34-135,https://files.rcsb.org/download/5vxz.cif,True,4
P30531,pdb,7y7v,2.2,EM,A=1-599,https://files.rcsb.org/download/7y7v.cif,True,5
P30542,pdb,7ld3,3.2,EM,R=2-326,https://files.rcsb.org/download/7ld3.cif,True,5
P30307,pdb,3bzi,2.1,X-ray,E=126-134,https://files.rcsb.org/download/3bzi.cif,True,6
P30518,pdb,7dfc,2.49,X-ray,V=346-367,https://files.rcsb.org/download/7dfc.cif,True,24
P30559,pdb,7ryc,2.9,EM,O=1-389,https://files.rcsb.org/download/7ryc.cif,True,3
P30626,pdb,4usl,1.65,X-ray,"A=1-198, D=1-32",https://files.rcsb.org/download/4usl.cif,True,6
P30622,pdb,2e3h,1.45,X-ray,A=211-300,https://files.rcsb.org/download/2e3h.cif,True,11
P30556,pdb,6os2,2.7,X-ray,A=2-319,https://files.rcsb.org/download/6os2.cif,True,6
P30532,alphafold,AF-P30532-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P30532-F1-model_v6.cif,True,0
P30872,pdb,8xio,2.65,EM,A=1-391,https://files.rcsb.org/download/8xio.cif,True,4
P30613,pdb,7fs3,1.66,X-ray,"A/B/C/D/E/F/G/H=34-160, A/B/C/D/E/F/G/H=262-574",https://files.rcsb.org/download/7fs3.cif,True,55
P30876,pdb,9ehz,2.6,EM,B=1-1174,https://files.rcsb.org/download/9ehz.cif,True,20
P30679,alphafold,AF-P30679-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P30679-F1-model_v6.cif,True,0
P30926,pdb,8zrn,3.25,EM,B/D/E=1-498,https://files.rcsb.org/download/8zrn.cif,True,4
P30874,pdb,7t10,2.5,EM,"R=1-237, R=253-369",https://files.rcsb.org/download/7t10.cif,True,15
P30968,pdb,7br3,2.79,X-ray,"A=1-242, A=257-328",https://files.rcsb.org/download/7br3.cif,True,1
P30989,pdb,7ul2,2.4,EM,"R=20-255, R=307-418",https://files.rcsb.org/download/7ul2.cif,True,13
P31040,pdb,8dye,1.44,X-ray,A=54-664,https://files.rcsb.org/download/8dye.cif,True,4
P30988,pdb,6pfo,1.78,X-ray,A/B=38-141,https://files.rcsb.org/download/6pfo.cif,True,30
P31153,pdb,7rwg,0.97,X-ray,A=1-395,https://files.rcsb.org/download/7rwg.cif,True,55
P30990,pdb,8vjy,1.95,X-ray,B/D=151-163,https://files.rcsb.org/download/8vjy.cif,True,11
P31314,alphafold,AF-P31314-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P31314-F1-model_v6.cif,True,0
P31269,alphafold,AF-P31269-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P31269-F1-model_v6.cif,True,0
P31273,alphafold,AF-P31273-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P31273-F1-model_v6.cif,True,0
P31323,alphafold,AF-P31323-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P31323-F1-model_v6.cif,True,0
P31327,pdb,6uel,1.9,X-ray,A/B=1-1500,https://files.rcsb.org/download/6uel.cif,True,14
P31391,pdb,7xmt,2.8,EM,R=2-328,https://files.rcsb.org/download/7xmt.cif,True,2
P31350,pdb,3olj,2.1,X-ray,A/B/C/D=66-350,https://files.rcsb.org/download/3olj.cif,True,5
P31639,pdb,9kmn,2.47,EM,A=1-672,https://files.rcsb.org/download/9kmn.cif,True,12
P31751,pdb,1o6l,1.6,X-ray,A=146-467,https://files.rcsb.org/download/1o6l.cif,True,19
P31431,pdb,8blv,1.5,X-ray,C/D=191-198,https://files.rcsb.org/download/8blv.cif,True,5
P31645,pdb,7txt,3.0,EM,S=77-617,https://files.rcsb.org/download/7txt.cif,True,27
P31785,pdb,5m5e,2.3,X-ray,C=23-262,https://files.rcsb.org/download/5m5e.cif,True,12
P31749,pdb,1unq,0.98,X-ray,A=1-123,https://files.rcsb.org/download/1unq.cif,True,42
P31943,pdb,7zug,1.07,X-ray,AAA=94-194,https://files.rcsb.org/download/7zug.cif,True,3
P31948,pdb,1elw,1.6,X-ray,A/B=1-118,https://files.rcsb.org/download/1elw.cif,True,7
P32121,alphafold,AF-P32121-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P32121-F1-model_v6.cif,True,0
P32238,pdb,7mbx,1.95,EM,R=2-428,https://files.rcsb.org/download/7mbx.cif,True,14
P31946,pdb,8eq8,1.5,X-ray,A/B=1-239,https://files.rcsb.org/download/8eq8.cif,True,15
P32004,pdb,8afo,1.99,X-ray,A=712-917,https://files.rcsb.org/download/8afo.cif,True,2
P32241,pdb,5ib2,1.44,X-ray,C=400-408,https://files.rcsb.org/download/5ib2.cif,True,17
P32297,pdb,4zk4,1.9,X-ray,A/B/C/D/E=215-230,https://files.rcsb.org/download/4zk4.cif,True,5
P32239,pdb,7xow,3.1,EM,R=1-447,https://files.rcsb.org/download/7xow.cif,True,5
P32248,pdb,6qzh,2.1,X-ray,A=46-247,https://files.rcsb.org/download/6qzh.cif,True,1
P32302,alphafold,AF-P32302-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P32302-F1-model_v6.cif,True,0
P32745,pdb,8xir,2.52,EM,A=1-418,https://files.rcsb.org/download/8xir.cif,True,3
P32245,pdb,7piu,2.58,EM,R=1-332,https://files.rcsb.org/download/7piu.cif,True,12
P32249,pdb,7tuy,2.98,EM,R=1-361,https://files.rcsb.org/download/7tuy.cif,True,2
P32754,pdb,3isq,1.75,X-ray,A=8-393,https://files.rcsb.org/download/3isq.cif,True,4
P32780,pdb,7egb,3.3,EM,1=1-548,https://files.rcsb.org/download/7egb.cif,True,43
P32927,pdb,2gys,2.7,X-ray,A/B=25-437,https://files.rcsb.org/download/2gys.cif,True,9
P32320,pdb,1mq0,2.4,X-ray,A/B=11-146,https://files.rcsb.org/download/1mq0.cif,True,1
P32856,alphafold,AF-P32856-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P32856-F1-model_v6.cif,True,0
P32969,pdb,8a3d,1.67,EM,o=1-192,https://files.rcsb.org/download/8a3d.cif,True,132
P32455,pdb,1f5n,1.7,X-ray,A=1-592,https://files.rcsb.org/download/1f5n.cif,True,12
P33176,pdb,1bg2,1.8,X-ray,A=1-325,https://files.rcsb.org/download/1bg2.cif,True,29
P32971,alphafold,AF-P32971-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P32971-F1-model_v6.cif,True,0
P33032,pdb,8iod,2.59,EM,R=2-325,https://files.rcsb.org/download/8iod.cif,True,3
P33240,pdb,6q2i,,NMR,A=1-107,https://files.rcsb.org/download/6q2i.cif,True,4
P33991,pdb,7w1y,2.59,EM,4/C=1-863,https://files.rcsb.org/download/7w1y.cif,True,20
P33151,alphafold,AF-P33151-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P33151-F1-model_v6.cif,True,0
P33778,pdb,9fgq,2.5,EM,D/H=1-126,https://files.rcsb.org/download/9fgq.cif,True,5
P33402,alphafold,AF-P33402-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P33402-F1-model_v6.cif,True,0
P33992,pdb,7w1y,2.59,EM,5/D=1-734,https://files.rcsb.org/download/7w1y.cif,True,19
P34741,pdb,6ith,,NMR,A=143-173,https://files.rcsb.org/download/6ith.cif,True,1
P33993,pdb,7w1y,2.59,EM,7/F=1-719,https://files.rcsb.org/download/7w1y.cif,True,20
P34896,pdb,7rjp,1.25,X-ray,B=270-275,https://files.rcsb.org/download/7rjp.cif,True,8
P34059,pdb,4fdi,2.2,X-ray,A/B=27-522,https://files.rcsb.org/download/4fdi.cif,True,2
P34903,alphafold,AF-P34903-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P34903-F1-model_v6.cif,True,0
P34925,pdb,6tua,2.38,X-ray,A=293-607,https://files.rcsb.org/download/6tua.cif,True,1
P34130,pdb,1hcf,2.7,X-ray,A/B=81-210,https://files.rcsb.org/download/1hcf.cif,True,3
P34897,pdb,8aql,1.23,X-ray,A/B/C/D=29-504,https://files.rcsb.org/download/8aql.cif,True,26
P34931,pdb,3gdq,1.8,X-ray,A=1-386,https://files.rcsb.org/download/3gdq.cif,True,1
P34972,pdb,5zty,2.8,X-ray,"A=21-222, A=235-325",https://files.rcsb.org/download/5zty.cif,True,10
P34947,pdb,4tnd,1.8,X-ray,A=1-590,https://files.rcsb.org/download/4tnd.cif,True,11
P34932,alphafold,AF-P34932-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P34932-F1-model_v6.cif,True,0
P34969,pdb,7xtc,3.2,EM,R=2-432,https://files.rcsb.org/download/7xtc.cif,True,1
P35221,pdb,6v2o,1.27,X-ray,C=850-859,https://files.rcsb.org/download/6v2o.cif,True,10
P34995,pdb,9m1h,2.55,EM,A=1-402,https://files.rcsb.org/download/9m1h.cif,True,1
P35222,pdb,3fqn,1.65,X-ray,C=30-39,https://files.rcsb.org/download/3fqn.cif,True,47
P34998,pdb,3ehu,1.96,X-ray,A/B=24-119,https://files.rcsb.org/download/3ehu.cif,True,11
P35070,pdb,1iox,,NMR,A=62-111,https://files.rcsb.org/download/1iox.cif,True,4
P35225,pdb,3l5x,1.9,X-ray,A=35-146,https://files.rcsb.org/download/3l5x.cif,True,13
P35226,pdb,6wi7,1.7,X-ray,A=1-104,https://files.rcsb.org/download/6wi7.cif,True,13
P35227,alphafold,AF-P35227-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P35227-F1-model_v6.cif,True,0
P35228,pdb,6jwm,1.23,X-ray,B=21-27,https://files.rcsb.org/download/6jwm.cif,True,13
P35232,alphafold,AF-P35232-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P35232-F1-model_v6.cif,True,0
P35240,pdb,7lwh,1.61,X-ray,A=1-339,https://files.rcsb.org/download/7lwh.cif,True,6
P35250,pdb,8umv,2.75,EM,B=1-354,https://files.rcsb.org/download/8umv.cif,True,15
P35244,pdb,3kdf,1.98,X-ray,A/C=1-121,https://files.rcsb.org/download/3kdf.cif,True,8
P35241,alphafold,AF-P35241-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P35241-F1-model_v6.cif,True,0
P35249,pdb,8umv,2.75,EM,D=1-363,https://files.rcsb.org/download/8umv.cif,True,15
P35251,pdb,6vvo,3.4,EM,A=556-1148,https://files.rcsb.org/download/6vvo.cif,True,4
P35268,pdb,8a3d,1.67,EM,O=1-128,https://files.rcsb.org/download/8a3d.cif,True,107
P35318,pdb,4rwf,1.76,X-ray,B=119-146,https://files.rcsb.org/download/4rwf.cif,True,8
P35269,pdb,1i27,1.02,X-ray,A=449-517,https://files.rcsb.org/download/1i27.cif,True,61
P35367,pdb,8yn2,2.66,EM,R=1-487,https://files.rcsb.org/download/8yn2.cif,True,3
P35346,pdb,8x8l,2.7,EM,R=1-364,https://files.rcsb.org/download/8x8l.cif,True,5
P35348,pdb,8thk,2.6,EM,R=15-350,https://files.rcsb.org/download/8thk.cif,True,9
P35354,pdb,5f19,2.04,X-ray,A/B=19-569,https://files.rcsb.org/download/5f19.cif,True,7
P35368,alphafold,AF-P35368-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P35368-F1-model_v6.cif,True,0
P35414,pdb,8xzh,2.6,EM,R=1-380,https://files.rcsb.org/download/8xzh.cif,True,24
P35372,pdb,8y72,2.65,EM,R=2-388,https://files.rcsb.org/download/8y72.cif,True,15
P35442,pdb,1yo8,2.6,X-ray,A=551-1172,https://files.rcsb.org/download/1yo8.cif,True,2
P35408,pdb,8gcp,3.1,EM,R=1-488,https://files.rcsb.org/download/8gcp.cif,True,8
P35499,pdb,6mba,1.8,X-ray,A=1599-1764,https://files.rcsb.org/download/6mba.cif,True,3
P35555,pdb,1uzk,1.35,X-ray,A=1486-1647,https://files.rcsb.org/download/1uzk.cif,True,11
P35462,pdb,7cmv,2.7,EM,R=1-400,https://files.rcsb.org/download/7cmv.cif,True,6
P35527,alphafold,AF-P35527-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P35527-F1-model_v6.cif,True,0
P35579,pdb,4cfq,1.37,X-ray,Q/R=1893-1937,https://files.rcsb.org/download/4cfq.cif,True,5
P35609,pdb,6swt,1.2,X-ray,A=19-270,https://files.rcsb.org/download/6swt.cif,True,15
P35580,pdb,4pd3,2.84,X-ray,A/B=1-782,https://files.rcsb.org/download/4pd3.cif,True,1
P35612,alphafold,AF-P35612-F1,,AlphaFold prediction,,https://alphafold.ebi.ac.uk/files/AF-P35612-F1-model_v6.cif,True,0
P35637,pdb,6kj3,0.6,EM,A=37-42,https://files.rcsb.org/download/6kj3.cif,True,23
